model_id,category,miou,dice,pixel_acc,runtime_min
sam_vit_base,foundation_sam,0.43627523757683945,0.5196531796775131,0.7301553319772314,44.88529786666234
slimsam_50,foundation_sam,0.4351747811510918,0.5180942763007766,0.7299465030818791,43.644829813639326
